year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,version
2016,Iowa,IA,Davis,19051,President,Other,NA,182,3882,20190722
2016,Iowa,IA,Decatur,19053,President,Hillary Clinton,democrat,1201,3734,20190722
2016,Iowa,IA,Decatur,19053,President,Donald Trump,republican,2296,3734,20190722
2016,Iowa,IA,Decatur,19053,President,Other,NA,237,3734,20190722
2016,Iowa,IA,Delaware,19055,President,Hillary Clinton,democrat,2957,9241,20190722
2016,Iowa,IA,Delaware,19055,President,Donald Trump,republican,5694,9241,20190722
2016,Iowa,IA,Delaware,19055,President,Other,NA,590,9241,20190722
2016,Iowa,IA,Des Moines,19057,President,Hillary Clinton,democrat,8212,19103,20190722
2016,Iowa,IA,Des Moines,19057,President,Donald Trump,republican,9529,19103,20190722
2016,Iowa,IA,Des Moines,19057,President,Other,NA,1362,19103,20190722
2016,Iowa,IA,Dickinson,19059,President,Hillary Clinton,democrat,3056,10354,20190722
2016,Iowa,IA,Dickinson,19059,President,Donald Trump,republican,6753,10354,20190722
2016,Iowa,IA,Dickinson,19059,President,Other,NA,545,10354,20190722
2016,Iowa,IA,Dubuque,19061,President,Hillary Clinton,democrat,22850,49721,20190722
2016,Iowa,IA,Dubuque,19061,President,Donald Trump,republican,23460,49721,20190722
2016,Iowa,IA,Dubuque,19061,President,Other,NA,3411,49721,20190722
2016,Iowa,IA,Emmet,19063,President,Hillary Clinton,democrat,1357,4753,20190722
2016,Iowa,IA,Emmet,19063,President,Donald Trump,republican,3124,4753,20190722
2016,Iowa,IA,Emmet,19063,President,Other,NA,272,4753,20190722
2016,Iowa,IA,Fayette,19065,President,Hillary Clinton,democrat,3689,9975,20190722
2016,Iowa,IA,Fayette,19065,President,Donald Trump,republican,5620,9975,20190722
2016,Iowa,IA,Fayette,19065,President,Other,NA,666,9975,20190722
2016,Iowa,IA,Floyd,19067,President,Hillary Clinton,democrat,3179,8060,20190722
2016,Iowa,IA,Floyd,19067,President,Donald Trump,republican,4375,8060,20190722
2016,Iowa,IA,Floyd,19067,President,Other,NA,506,8060,20190722
2016,Iowa,IA,Franklin,19069,President,Hillary Clinton,democrat,1493,4968,20190722
2016,Iowa,IA,Franklin,19069,President,Donald Trump,republican,3163,4968,20190722
2016,Iowa,IA,Franklin,19069,President,Other,NA,312,4968,20190722
2016,Iowa,IA,Fremont,19071,President,Hillary Clinton,democrat,963,3595,20190722
2016,Iowa,IA,Fremont,19071,President,Donald Trump,republican,2407,3595,20190722
2016,Iowa,IA,Fremont,19071,President,Other,NA,225,3595,20190722
2016,Iowa,IA,Greene,19073,President,Hillary Clinton,democrat,1691,4821,20190722
2016,Iowa,IA,Greene,19073,President,Donald Trump,republican,2820,4821,20190722
2016,Iowa,IA,Greene,19073,President,Other,NA,310,4821,20190722
2016,Iowa,IA,Grundy,19075,President,Hillary Clinton,democrat,1856,6872,20190722
2016,Iowa,IA,Grundy,19075,President,Donald Trump,republican,4527,6872,20190722
2016,Iowa,IA,Grundy,19075,President,Other,NA,489,6872,20190722
2016,Iowa,IA,Guthrie,19077,President,Hillary Clinton,democrat,1732,5750,20190722
2016,Iowa,IA,Guthrie,19077,President,Donald Trump,republican,3628,5750,20190722
2016,Iowa,IA,Guthrie,19077,President,Other,NA,390,5750,20190722
2016,Iowa,IA,Hamilton,19079,President,Hillary Clinton,democrat,2726,7694,20190722
2016,Iowa,IA,Hamilton,19079,President,Donald Trump,republican,4463,7694,20190722
2016,Iowa,IA,Hamilton,19079,President,Other,NA,505,7694,20190722
2016,Iowa,IA,Hancock,19081,President,Hillary Clinton,democrat,1587,5871,20190722
2016,Iowa,IA,Hancock,19081,President,Donald Trump,republican,3977,5871,20190722
2016,Iowa,IA,Hancock,19081,President,Other,NA,307,5871,20190722
2016,Iowa,IA,Hardin,19083,President,Hillary Clinton,democrat,2787,8533,20190722
2016,Iowa,IA,Hardin,19083,President,Donald Trump,republican,5254,8533,20190722
2016,Iowa,IA,Hardin,19083,President,Other,NA,492,8533,20190722
2016,Iowa,IA,Harrison,19085,President,Hillary Clinton,democrat,2131,7465,20190722
2016,Iowa,IA,Harrison,19085,President,Donald Trump,republican,4902,7465,20190722
2016,Iowa,IA,Harrison,19085,President,Other,NA,432,7465,20190722
2016,Iowa,IA,Henry,19087,President,Hillary Clinton,democrat,2904,9404,20190722
2016,Iowa,IA,Henry,19087,President,Donald Trump,republican,5779,9404,20190722
2016,Iowa,IA,Henry,19087,President,Other,NA,721,9404,20190722
2016,Iowa,IA,Howard,19089,President,Hillary Clinton,democrat,1677,4559,20190722
2016,Iowa,IA,Howard,19089,President,Donald Trump,republican,2611,4559,20190722
2016,Iowa,IA,Howard,19089,President,Other,NA,271,4559,20190722
2016,Iowa,IA,Humboldt,19091,President,Hillary Clinton,democrat,1252,5087,20190722
2016,Iowa,IA,Humboldt,19091,President,Donald Trump,republican,3568,5087,20190722
2016,Iowa,IA,Humboldt,19091,President,Other,NA,267,5087,20190722
2016,Iowa,IA,Ida,19093,President,Hillary Clinton,democrat,792,3612,20190722
2016,Iowa,IA,Ida,19093,President,Donald Trump,republican,2655,3612,20190722
2016,Iowa,IA,Ida,19093,President,Other,NA,165,3612,20190722
2016,Iowa,IA,Iowa,19095,President,Hillary Clinton,democrat,3084,8904,20190722
2016,Iowa,IA,Iowa,19095,President,Donald Trump,republican,5205,8904,20190722
2016,Iowa,IA,Iowa,19095,President,Other,NA,615,8904,20190722
2016,Iowa,IA,Jackson,19097,President,Hillary Clinton,democrat,3837,10310,20190722
2016,Iowa,IA,Jackson,19097,President,Donald Trump,republican,5824,10310,20190722
2016,Iowa,IA,Jackson,19097,President,Other,NA,649,10310,20190722
2016,Iowa,IA,Jasper,19099,President,Hillary Clinton,democrat,7109,19034,20190722
2016,Iowa,IA,Jasper,19099,President,Donald Trump,republican,10560,19034,20190722
2016,Iowa,IA,Jasper,19099,President,Other,NA,1365,19034,20190722
2016,Iowa,IA,Jefferson,19101,President,Hillary Clinton,democrat,3710,8156,20190722
2016,Iowa,IA,Jefferson,19101,President,Donald Trump,republican,3748,8156,20190722
2016,Iowa,IA,Jefferson,19101,President,Other,NA,698,8156,20190722
2016,Iowa,IA,Johnson,19103,President,Hillary Clinton,democrat,50200,76940,20190722
2016,Iowa,IA,Johnson,19103,President,Donald Trump,republican,21044,76940,20190722
2016,Iowa,IA,Johnson,19103,President,Other,NA,5696,76940,20190722
2016,Iowa,IA,Jones,19105,President,Hillary Clinton,democrat,3787,10133,20190722
2016,Iowa,IA,Jones,19105,President,Donald Trump,republican,5720,10133,20190722
2016,Iowa,IA,Jones,19105,President,Other,NA,626,10133,20190722
2016,Iowa,IA,Keokuk,19107,President,Hillary Clinton,democrat,1342,4985,20190722
2016,Iowa,IA,Keokuk,19107,President,Donald Trump,republican,3390,4985,20190722
2016,Iowa,IA,Keokuk,19107,President,Other,NA,253,4985,20190722
2016,Iowa,IA,Kossuth,19109,President,Hillary Clinton,democrat,2543,8607,20190722
2016,Iowa,IA,Kossuth,19109,President,Donald Trump,republican,5653,8607,20190722
2016,Iowa,IA,Kossuth,19109,President,Other,NA,411,8607,20190722
2016,Iowa,IA,Lee,19111,President,Hillary Clinton,democrat,6215,16151,20190722
2016,Iowa,IA,Lee,19111,President,Donald Trump,republican,8803,16151,20190722
2016,Iowa,IA,Lee,19111,President,Other,NA,1133,16151,20190722
2016,Iowa,IA,Linn,19113,President,Hillary Clinton,democrat,58935,117098,20190722
2016,Iowa,IA,Linn,19113,President,Donald Trump,republican,48390,117098,20190722
2016,Iowa,IA,Linn,19113,President,Other,NA,9773,117098,20190722
2016,Iowa,IA,Louisa,19115,President,Hillary Clinton,democrat,1648,5008,20190722
2016,Iowa,IA,Louisa,19115,President,Donald Trump,republican,3069,5008,20190722
2016,Iowa,IA,Louisa,19115,President,Other,NA,291,5008,20190722
2016,Iowa,IA,Lucas,19117,President,Hillary Clinton,democrat,1239,4354,20190722
2016,Iowa,IA,Lucas,19117,President,Donald Trump,republican,2877,4354,20190722
2016,Iowa,IA,Lucas,19117,President,Other,NA,238,4354,20190722
2016,Iowa,IA,Lyon,19119,President,Hillary Clinton,democrat,920,6377,20190722
2016,Iowa,IA,Lyon,19119,President,Donald Trump,republican,5192,6377,20190722
2016,Iowa,IA,Lyon,19119,President,Other,NA,265,6377,20190722
2016,Iowa,IA,Madison,19121,President,Hillary Clinton,democrat,2678,8636,20190722
2016,Iowa,IA,Madison,19121,President,Donald Trump,republican,5360,8636,20190722
2016,Iowa,IA,Madison,19121,President,Other,NA,598,8636,20190722
2016,Iowa,IA,Mahaska,19123,President,Hillary Clinton,democrat,2619,10632,20190722
2016,Iowa,IA,Mahaska,19123,President,Donald Trump,republican,7432,10632,20190722
2016,Iowa,IA,Mahaska,19123,President,Other,NA,581,10632,20190722
2016,Iowa,IA,Marion,19125,President,Hillary Clinton,democrat,5482,17816,20190722
2016,Iowa,IA,Marion,19125,President,Donald Trump,republican,10962,17816,20190722
2016,Iowa,IA,Marion,19125,President,Other,NA,1372,17816,20190722
2016,Iowa,IA,Marshall,19127,President,Hillary Clinton,democrat,7652,17980,20190722
2016,Iowa,IA,Marshall,19127,President,Donald Trump,republican,9146,17980,20190722
2016,Iowa,IA,Marshall,19127,President,Other,NA,1182,17980,20190722
2016,Iowa,IA,Mills,19129,President,Hillary Clinton,democrat,2090,7698,20190722
2016,Iowa,IA,Mills,19129,President,Donald Trump,republican,5067,7698,20190722
2016,Iowa,IA,Mills,19129,President,Other,NA,541,7698,20190722
2016,Iowa,IA,Mitchell,19131,President,Hillary Clinton,democrat,1888,5417,20190722
2016,Iowa,IA,Mitchell,19131,President,Donald Trump,republican,3190,5417,20190722
2016,Iowa,IA,Mitchell,19131,President,Other,NA,339,5417,20190722
2016,Iowa,IA,Monona,19133,President,Hillary Clinton,democrat,1247,4572,20190722
2016,Iowa,IA,Monona,19133,President,Donald Trump,republican,3120,4572,20190722
2016,Iowa,IA,Monona,19133,President,Other,NA,205,4572,20190722
2016,Iowa,IA,Monroe,19135,President,Hillary Clinton,democrat,1056,3865,20190722
2016,Iowa,IA,Monroe,19135,President,Donald Trump,republican,2638,3865,20190722
2016,Iowa,IA,Monroe,19135,President,Other,NA,171,3865,20190722
2016,Iowa,IA,Montgomery,19137,President,Hillary Clinton,democrat,1314,5044,20190722
2016,Iowa,IA,Montgomery,19137,President,Donald Trump,republican,3436,5044,20190722
2016,Iowa,IA,Montgomery,19137,President,Other,NA,294,5044,20190722
2016,Iowa,IA,Muscatine,19139,President,Hillary Clinton,democrat,8368,19434,20190722
2016,Iowa,IA,Muscatine,19139,President,Donald Trump,republican,9584,19434,20190722
2016,Iowa,IA,Muscatine,19139,President,Other,NA,1482,19434,20190722
2016,Iowa,IA,O'Brien,19141,President,Hillary Clinton,democrat,1315,7406,20190722
2016,Iowa,IA,O'Brien,19141,President,Donald Trump,republican,5752,7406,20190722
2016,Iowa,IA,O'Brien,19141,President,Other,NA,339,7406,20190722
2016,Iowa,IA,Osceola,19143,President,Hillary Clinton,democrat,552,3213,20190722
2016,Iowa,IA,Osceola,19143,President,Donald Trump,republican,2531,3213,20190722
2016,Iowa,IA,Osceola,19143,President,Other,NA,130,3213,20190722
2016,Iowa,IA,Page,19145,President,Hillary Clinton,democrat,1807,7044,20190722
2016,Iowa,IA,Page,19145,President,Donald Trump,republican,4893,7044,20190722
2016,Iowa,IA,Page,19145,President,Other,NA,344,7044,20190722
2016,Iowa,IA,Palo Alto,19147,President,Hillary Clinton,democrat,1398,4703,20190722
2016,Iowa,IA,Palo Alto,19147,President,Donald Trump,republican,3081,4703,20190722
2016,Iowa,IA,Palo Alto,19147,President,Other,NA,224,4703,20190722
2016,Iowa,IA,Plymouth,19149,President,Hillary Clinton,democrat,2885,13190,20190722
2016,Iowa,IA,Plymouth,19149,President,Donald Trump,republican,9680,13190,20190722
2016,Iowa,IA,Plymouth,19149,President,Other,NA,625,13190,20190722
2016,Iowa,IA,Pocahontas,19151,President,Hillary Clinton,democrat,963,3865,20190722
2016,Iowa,IA,Pocahontas,19151,President,Donald Trump,republican,2702,3865,20190722
2016,Iowa,IA,Pocahontas,19151,President,Other,NA,200,3865,20190722
2016,Iowa,IA,Polk,19153,President,Hillary Clinton,democrat,119804,231555,20190722
2016,Iowa,IA,Polk,19153,President,Donald Trump,republican,93492,231555,20190722
2016,Iowa,IA,Polk,19153,President,Other,NA,18259,231555,20190722
2016,Iowa,IA,Pottawattamie,19155,President,Hillary Clinton,democrat,15355,42680,20190722
2016,Iowa,IA,Pottawattamie,19155,President,Donald Trump,republican,24447,42680,20190722
2016,Iowa,IA,Pottawattamie,19155,President,Other,NA,2878,42680,20190722
2016,Iowa,IA,Poweshiek,19157,President,Hillary Clinton,democrat,4304,9833,20190722
2016,Iowa,IA,Poweshiek,19157,President,Donald Trump,republican,4946,9833,20190722
2016,Iowa,IA,Poweshiek,19157,President,Other,NA,583,9833,20190722
2016,Iowa,IA,Ringgold,19159,President,Hillary Clinton,democrat,753,2707,20190722
2016,Iowa,IA,Ringgold,19159,President,Donald Trump,republican,1824,2707,20190722
2016,Iowa,IA,Ringgold,19159,President,Other,NA,130,2707,20190722
2016,Iowa,IA,Sac,19161,President,Hillary Clinton,democrat,1270,5212,20190722
2016,Iowa,IA,Sac,19161,President,Donald Trump,republican,3703,5212,20190722
2016,Iowa,IA,Sac,19161,President,Other,NA,239,5212,20190722
2016,Iowa,IA,Scott,19163,President,Hillary Clinton,democrat,40440,86220,20190722
2016,Iowa,IA,Scott,19163,President,Donald Trump,republican,39149,86220,20190722
2016,Iowa,IA,Scott,19163,President,Other,NA,6631,86220,20190722
2016,Iowa,IA,Shelby,19165,President,Hillary Clinton,democrat,1662,6370,20190722
2016,Iowa,IA,Shelby,19165,President,Donald Trump,republican,4362,6370,20190722
2016,Iowa,IA,Shelby,19165,President,Other,NA,346,6370,20190722
2016,Iowa,IA,Sioux,19167,President,Hillary Clinton,democrat,2300,18194,20190722
2016,Iowa,IA,Sioux,19167,President,Donald Trump,republican,14785,18194,20190722
2016,Iowa,IA,Sioux,19167,President,Other,NA,1109,18194,20190722
2016,Iowa,IA,Story,19169,President,Hillary Clinton,democrat,25709,50667,20190722
2016,Iowa,IA,Story,19169,President,Donald Trump,republican,19458,50667,20190722
2016,Iowa,IA,Story,19169,President,Other,NA,5500,50667,20190722
2016,Iowa,IA,Tama,19171,President,Hillary Clinton,democrat,3196,8752,20190722
2016,Iowa,IA,Tama,19171,President,Donald Trump,republican,4971,8752,20190722
2016,Iowa,IA,Tama,19171,President,Other,NA,585,8752,20190722
2016,Iowa,IA,Taylor,19173,President,Hillary Clinton,democrat,758,3029,20190722
2016,Iowa,IA,Taylor,19173,President,Donald Trump,republican,2111,3029,20190722
2016,Iowa,IA,Taylor,19173,President,Other,NA,160,3029,20190722
2016,Iowa,IA,Union,19175,President,Hillary Clinton,democrat,1922,5832,20190722
2016,Iowa,IA,Union,19175,President,Donald Trump,republican,3525,5832,20190722
2016,Iowa,IA,Union,19175,President,Other,NA,385,5832,20190722
2016,Iowa,IA,Van Buren,19177,President,Hillary Clinton,democrat,845,3561,20190722
2016,Iowa,IA,Van Buren,19177,President,Donald Trump,republican,2527,3561,20190722
2016,Iowa,IA,Van Buren,19177,President,Other,NA,189,3561,20190722
2016,Iowa,IA,Wapello,19179,President,Hillary Clinton,democrat,5594,15149,20190722
2016,Iowa,IA,Wapello,19179,President,Donald Trump,republican,8715,15149,20190722
2016,Iowa,IA,Wapello,19179,President,Other,NA,840,15149,20190722
2016,Iowa,IA,Warren,19181,President,Hillary Clinton,democrat,10411,27300,20190722
2016,Iowa,IA,Warren,19181,President,Donald Trump,republican,14814,27300,20190722
2016,Iowa,IA,Warren,19181,President,Other,NA,2075,27300,20190722
2016,Iowa,IA,Washington,19183,President,Hillary Clinton,democrat,3943,10929,20190722
2016,Iowa,IA,Washington,19183,President,Donald Trump,republican,6173,10929,20190722
2016,Iowa,IA,Washington,19183,President,Other,NA,813,10929,20190722
2016,Iowa,IA,Wayne,19185,President,Hillary Clinton,democrat,719,2940,20190722
2016,Iowa,IA,Wayne,19185,President,Donald Trump,republican,2069,2940,20190722
2016,Iowa,IA,Wayne,19185,President,Other,NA,152,2940,20190722
2016,Iowa,IA,Webster,19187,President,Hillary Clinton,democrat,6305,17430,20190722
2016,Iowa,IA,Webster,19187,President,Donald Trump,republican,10056,17430,20190722
2016,Iowa,IA,Webster,19187,President,Other,NA,1069,17430,20190722
2016,Iowa,IA,Winnebago,19189,President,Hillary Clinton,democrat,1931,5787,20190722
2016,Iowa,IA,Winnebago,19189,President,Donald Trump,republican,3447,5787,20190722
2016,Iowa,IA,Winnebago,19189,President,Other,NA,409,5787,20190722
2016,Iowa,IA,Winneshiek,19191,President,Hillary Clinton,democrat,5254,11362,20190722
2016,Iowa,IA,Winneshiek,19191,President,Donald Trump,republican,5344,11362,20190722
2016,Iowa,IA,Winneshiek,19191,President,Other,NA,764,11362,20190722
2016,Iowa,IA,Woodbury,19193,President,Hillary Clinton,democrat,16210,43718,20190722
2016,Iowa,IA,Woodbury,19193,President,Donald Trump,republican,24727,43718,20190722
2016,Iowa,IA,Woodbury,19193,President,Other,NA,2781,43718,20190722
2016,Iowa,IA,Worth,19195,President,Hillary Clinton,democrat,1530,4257,20190722
2016,Iowa,IA,Worth,19195,President,Donald Trump,republican,2453,4257,20190722
2016,Iowa,IA,Worth,19195,President,Other,NA,274,4257,20190722
2016,Iowa,IA,Wright,19197,President,Hillary Clinton,democrat,1896,6026,20190722
2016,Iowa,IA,Wright,19197,President,Donald Trump,republican,3800,6026,20190722
2016,Iowa,IA,Wright,19197,President,Other,NA,330,6026,20190722
2016,Kansas,KS,Allen,20001,President,Hillary Clinton,democrat,1433,5454,20190722
2016,Kansas,KS,Allen,20001,President,Donald Trump,republican,3651,5454,20190722
2016,Kansas,KS,Allen,20001,President,Other,NA,370,5454,20190722
2016,Kansas,KS,Anderson,20003,President,Hillary Clinton,democrat,672,3350,20190722
2016,Kansas,KS,Anderson,20003,President,Donald Trump,republican,2435,3350,20190722
2016,Kansas,KS,Anderson,20003,President,Other,NA,243,3350,20190722
2016,Kansas,KS,Atchison,20005,President,Hillary Clinton,democrat,1989,6575,20190722
2016,Kansas,KS,Atchison,20005,President,Donald Trump,republican,4049,6575,20190722
2016,Kansas,KS,Atchison,20005,President,Other,NA,537,6575,20190722
2016,Kansas,KS,Barber,20007,President,Hillary Clinton,democrat,286,2252,20190722
2016,Kansas,KS,Barber,20007,President,Donald Trump,republican,1850,2252,20190722
2016,Kansas,KS,Barber,20007,President,Other,NA,116,2252,20190722
2016,Kansas,KS,Barton,20009,President,Hillary Clinton,democrat,1839,10269,20190722
2016,Kansas,KS,Barton,20009,President,Donald Trump,republican,7888,10269,20190722
2016,Kansas,KS,Barton,20009,President,Other,NA,542,10269,20190722
2016,Kansas,KS,Bourbon,20011,President,Hillary Clinton,democrat,1336,6093,20190722
2016,Kansas,KS,Bourbon,20011,President,Donald Trump,republican,4424,6093,20190722
2016,Kansas,KS,Bourbon,20011,President,Other,NA,333,6093,20190722
2016,Kansas,KS,Brown,20013,President,Hillary Clinton,democrat,863,4036,20190722
2016,Kansas,KS,Brown,20013,President,Donald Trump,republican,2906,4036,20190722
2016,Kansas,KS,Brown,20013,President,Other,NA,267,4036,20190722
2016,Kansas,KS,Butler,20015,President,Hillary Clinton,democrat,6573,27657,20190722
2016,Kansas,KS,Butler,20015,President,Donald Trump,republican,19073,27657,20190722
2016,Kansas,KS,Butler,20015,President,Other,NA,2011,27657,20190722
2016,Kansas,KS,Chase,20017,President,Hillary Clinton,democrat,316,1369,20190722
2016,Kansas,KS,Chase,20017,President,Donald Trump,republican,969,1369,20190722
2016,Kansas,KS,Chase,20017,President,Other,NA,84,1369,20190722
2016,Kansas,KS,Chautauqua,20019,President,Hillary Clinton,democrat,197,1481,20190722
2016,Kansas,KS,Chautauqua,20019,President,Donald Trump,republican,1236,1481,20190722
2016,Kansas,KS,Chautauqua,20019,President,Other,NA,48,1481,20190722
2016,Kansas,KS,Cherokee,20021,President,Hillary Clinton,democrat,2005,8620,20190722
2016,Kansas,KS,Cherokee,20021,President,Donald Trump,republican,6182,8620,20190722
2016,Kansas,KS,Cherokee,20021,President,Other,NA,433,8620,20190722
2016,Kansas,KS,Cheyenne,20023,President,Hillary Clinton,democrat,181,1407,20190722
2016,Kansas,KS,Cheyenne,20023,President,Donald Trump,republican,1173,1407,20190722
2016,Kansas,KS,Cheyenne,20023,President,Other,NA,53,1407,20190722
2016,Kansas,KS,Clark,20025,President,Hillary Clinton,democrat,120,1005,20190722
2016,Kansas,KS,Clark,20025,President,Donald Trump,republican,825,1005,20190722
2016,Kansas,KS,Clark,20025,President,Other,NA,60,1005,20190722
2016,Kansas,KS,Clay,20027,President,Hillary Clinton,democrat,677,3820,20190722
2016,Kansas,KS,Clay,20027,President,Donald Trump,republican,2891,3820,20190722
2016,Kansas,KS,Clay,20027,President,Other,NA,252,3820,20190722
2016,Kansas,KS,Cloud,20029,President,Hillary Clinton,democrat,761,3930,20190722
2016,Kansas,KS,Cloud,20029,President,Donald Trump,republican,2919,3930,20190722
2016,Kansas,KS,Cloud,20029,President,Other,NA,250,3930,20190722
2016,Kansas,KS,Coffey,20031,President,Hillary Clinton,democrat,727,4068,20190722
2016,Kansas,KS,Coffey,20031,President,Donald Trump,republican,3050,4068,20190722
2016,Kansas,KS,Coffey,20031,President,Other,NA,291,4068,20190722
2016,Kansas,KS,Comanche,20033,President,Hillary Clinton,democrat,102,867,20190722
2016,Kansas,KS,Comanche,20033,President,Donald Trump,republican,715,867,20190722
2016,Kansas,KS,Comanche,20033,President,Other,NA,50,867,20190722
2016,Kansas,KS,Cowley,20035,President,Hillary Clinton,democrat,3551,12621,20190722
2016,Kansas,KS,Cowley,20035,President,Donald Trump,republican,8270,12621,20190722
2016,Kansas,KS,Cowley,20035,President,Other,NA,800,12621,20190722
2016,Kansas,KS,Crawford,20037,President,Hillary Clinton,democrat,5199,14891,20190722
2016,Kansas,KS,Crawford,20037,President,Donald Trump,republican,8624,14891,20190722
2016,Kansas,KS,Crawford,20037,President,Other,NA,1068,14891,20190722
2016,Kansas,KS,Decatur,20039,President,Hillary Clinton,democrat,178,1452,20190722
2016,Kansas,KS,Decatur,20039,President,Donald Trump,republican,1210,1452,20190722
2016,Kansas,KS,Decatur,20039,President,Other,NA,64,1452,20190722
2016,Kansas,KS,Dickinson,20041,President,Hillary Clinton,democrat,1609,8210,20190722
2016,Kansas,KS,Dickinson,20041,President,Donald Trump,republican,6029,8210,20190722
2016,Kansas,KS,Dickinson,20041,President,Other,NA,572,8210,20190722
2016,Kansas,KS,Doniphan,20043,President,Hillary Clinton,democrat,587,3378,20190722
2016,Kansas,KS,Doniphan,20043,President,Donald Trump,republican,2606,3378,20190722
2016,Kansas,KS,Doniphan,20043,President,Other,NA,185,3378,20190722
2016,Kansas,KS,Douglas,20045,President,Hillary Clinton,democrat,31195,50087,20190722
2016,Kansas,KS,Douglas,20045,President,Donald Trump,republican,14688,50087,20190722
2016,Kansas,KS,Douglas,20045,President,Other,NA,4204,50087,20190722
2016,Kansas,KS,Edwards,20047,President,Hillary Clinton,democrat,212,1319,20190722
2016,Kansas,KS,Edwards,20047,President,Donald Trump,republican,1037,1319,20190722
2016,Kansas,KS,Edwards,20047,President,Other,NA,70,1319,20190722
2016,Kansas,KS,Elk,20049,President,Hillary Clinton,democrat,160,1259,20190722
2016,Kansas,KS,Elk,20049,President,Donald Trump,republican,1048,1259,20190722
2016,Kansas,KS,Elk,20049,President,Other,NA,51,1259,20190722
2016,Kansas,KS,Ellis,20051,President,Hillary Clinton,democrat,2742,11947,20190722
2016,Kansas,KS,Ellis,20051,President,Donald Trump,republican,8466,11947,20190722
2016,Kansas,KS,Ellis,20051,President,Other,NA,739,11947,20190722
2016,Kansas,KS,Ellsworth,20053,President,Hillary Clinton,democrat,521,2679,20190722
2016,Kansas,KS,Ellsworth,20053,President,Donald Trump,republican,1969,2679,20190722
2016,Kansas,KS,Ellsworth,20053,President,Other,NA,189,2679,20190722
2016,Kansas,KS,Finney,20055,President,Hillary Clinton,democrat,3195,10159,20190722
2016,Kansas,KS,Finney,20055,President,Donald Trump,republican,6350,10159,20190722
2016,Kansas,KS,Finney,20055,President,Other,NA,614,10159,20190722
2016,Kansas,KS,Ford,20057,President,Hillary Clinton,democrat,2149,7718,20190722
2016,Kansas,KS,Ford,20057,President,Donald Trump,republican,5114,7718,20190722
2016,Kansas,KS,Ford,20057,President,Other,NA,455,7718,20190722
2016,Kansas,KS,Franklin,20059,President,Hillary Clinton,democrat,2892,10965,20190722
2016,Kansas,KS,Franklin,20059,President,Donald Trump,republican,7185,10965,20190722
2016,Kansas,KS,Franklin,20059,President,Other,NA,888,10965,20190722
2016,Kansas,KS,Geary,20061,President,Hillary Clinton,democrat,2722,7504,20190722
2016,Kansas,KS,Geary,20061,President,Donald Trump,republican,4274,7504,20190722
2016,Kansas,KS,Geary,20061,President,Other,NA,508,7504,20190722
2016,Kansas,KS,Gove,20063,President,Hillary Clinton,democrat,149,1343,20190722
2016,Kansas,KS,Gove,20063,President,Donald Trump,republican,1140,1343,20190722
2016,Kansas,KS,Gove,20063,President,Other,NA,54,1343,20190722
2016,Kansas,KS,Graham,20065,President,Hillary Clinton,democrat,188,1284,20190722
2016,Kansas,KS,Graham,20065,President,Donald Trump,republican,1025,1284,20190722
2016,Kansas,KS,Graham,20065,President,Other,NA,71,1284,20190722
2016,Kansas,KS,Grant,20067,President,Hillary Clinton,democrat,441,2389,20190722
2016,Kansas,KS,Grant,20067,President,Donald Trump,republican,1804,2389,20190722
2016,Kansas,KS,Grant,20067,President,Other,NA,144,2389,20190722
2016,Kansas,KS,Gray,20069,President,Hillary Clinton,democrat,263,2066,20190722
2016,Kansas,KS,Gray,20069,President,Donald Trump,republican,1698,2066,20190722
2016,Kansas,KS,Gray,20069,President,Other,NA,105,2066,20190722
2016,Kansas,KS,Greeley,20071,President,Hillary Clinton,democrat,83,650,20190722
2016,Kansas,KS,Greeley,20071,President,Donald Trump,republican,534,650,20190722
2016,Kansas,KS,Greeley,20071,President,Other,NA,33,650,20190722
2016,Kansas,KS,Greenwood,20073,President,Hillary Clinton,democrat,485,2840,20190722
2016,Kansas,KS,Greenwood,20073,President,Donald Trump,republican,2160,2840,20190722
2016,Kansas,KS,Greenwood,20073,President,Other,NA,195,2840,20190722
2016,Kansas,KS,Hamilton,20075,President,Hillary Clinton,democrat,121,876,20190722
2016,Kansas,KS,Hamilton,20075,President,Donald Trump,republican,705,876,20190722
2016,Kansas,KS,Hamilton,20075,President,Other,NA,50,876,20190722
2016,Kansas,KS,Harper,20077,President,Hillary Clinton,democrat,393,2578,20190722
2016,Kansas,KS,Harper,20077,President,Donald Trump,republican,1996,2578,20190722
2016,Kansas,KS,Harper,20077,President,Other,NA,189,2578,20190722
2016,Kansas,KS,Harvey,20079,President,Hillary Clinton,democrat,5068,14916,20190722
2016,Kansas,KS,Harvey,20079,President,Donald Trump,republican,8668,14916,20190722
2016,Kansas,KS,Harvey,20079,President,Other,NA,1180,14916,20190722
2016,Kansas,KS,Haskell,20081,President,Hillary Clinton,democrat,245,1354,20190722
2016,Kansas,KS,Haskell,20081,President,Donald Trump,republican,1040,1354,20190722
2016,Kansas,KS,Haskell,20081,President,Other,NA,69,1354,20190722
2016,Kansas,KS,Hodgeman,20083,President,Hillary Clinton,democrat,124,1017,20190722
2016,Kansas,KS,Hodgeman,20083,President,Donald Trump,republican,855,1017,20190722
2016,Kansas,KS,Hodgeman,20083,President,Other,NA,38,1017,20190722
